,Time,Pressure,Flow,Volume
0,0.0,0.4442870291872473,0.05527777369075705,0.7231685956780632
1,0.10000124970319549,0.290242623143001,1.238381943948462,0.14185068146210808
2,0.20000249940639098,-0.9661143414909829,-0.4578747504133094,-0.30787006396772376
3,0.3000037491095865,0.7670286457826542,0.11123732520524092,0.8026950827797061
4,0.40000499881278195,-0.3912524782101275,-0.7823200543589414,0.5108665517793185
5,0.5000062485159774,-0.5015751444292047,-0.08954781101522022,0.8675839263446976
6,0.600007498219173,0.20543354052935156,0.17445560157184573,0.28856850945243395
7,0.7000087479223684,0.8020437472443975,-0.1969349225359255,0.42073382497788975
8,0.8000099976255639,0.07804981688748058,0.06735389541562085,-0.7336418685965963
9,0.9000112473287594,0.4483468570667566,1.292941268530478,-0.5190181284041365
10,1.0000124970319548,0.7308336391623975,-0.22326437595845414,-1.324162607635834
11,1.1000137467351503,0.16967842870992667,-0.5287989030359169,0.26944213677359485
12,1.200014996438346,-0.13314909710868725,-0.4282891810405944,-0.10663551160100271
13,1.3000162461415414,0.6577929087437274,0.10735377503582623,0.6809128651602749
14,1.400017495844737,0.41350576770649766,0.010755520713676348,0.09991354144968986
15,1.5000187455479324,0.32962590282130055,0.3923639087639866,-0.2819797668841528
16,1.6000199952511278,-0.5248991303816627,-0.20479427402799077,-0.4298958946375976
17,1.7000212449543233,0.5099885725094043,-0.759639724328958,-0.3139085844349437
18,1.8000224946575187,-0.06332219171885607,0.7519121187662698,0.25167930895860413
19,1.9000237443607142,0.2612780017931324,0.0282643509738926,0.5471253608754644
20,2.0000249940639097,39.676356317296204,15.041893523073455,2.3509608414058105
21,2.1000262437671053,39.4772919920304,13.929725626672486,3.0280256685733806
22,2.2000274934703006,40.173790643284136,14.414888949979863,2.359494570127325
23,2.3000287431734963,39.651348336717525,14.417581372698036,3.0527550322836943
24,2.400029992876692,40.39447175736241,14.477622213245363,2.2971242572944646
25,2.500031242579887,39.934625269995664,14.420575610398407,2.6690191740072806
26,2.600032492283083,40.17624127926895,13.622508137453401,2.737473286084107
27,2.700033741986278,40.94641130080306,14.301741622729715,3.09044663275055
28,2.800034991689474,39.20922747176185,13.652751184515212,2.6102253576395116
29,2.900036241392669,39.99624638843631,14.0318218118711,3.5519670197747772
30,3.0000374910958647,40.45327163165292,13.31106954255396,2.636610284523015
31,3.10003874079906,40.24327860617379,13.38949632938472,4.446981450669239
32,3.2000399905022556,39.8647365581469,13.709599184398044,4.582517788137938
33,3.3000412402054513,39.70182186932854,12.97674803487895,3.5513640941071403
34,3.4000424899086465,40.378729489751116,12.810849179694664,2.967702718307856
35,3.5000437396118422,39.76241323842081,12.669817556381947,3.5513168464552
36,3.6000449893150375,39.827165071565815,11.346674037877134,3.4911700031252852
37,3.700046239018233,40.34081498163381,12.203924510034309,4.002998459230303
38,3.8000474887214284,39.34868769664976,12.778011745935773,4.174560381115509
39,3.900048738424624,40.79879202767033,11.88268298710951,3.853282350437871
40,4.000049988127819,39.82045592299935,10.820642582105169,5.005056009336865
41,4.100051237831015,40.24130031627691,12.442700711292837,3.6580697524909813
42,4.200052487534211,39.44095710041147,12.136708896166567,4.039299324656676
43,4.300053737237406,39.56882489919915,11.923697457177049,4.940488186169312
44,4.400054986940601,40.3752390048432,11.18248008871425,3.827410312646376
45,4.500056236643797,39.800764868747635,12.041125965139857,5.145324476394133
46,4.6000574863469925,39.55509236805168,10.916774886663402,4.178118045889503
47,4.700058736050188,40.69177571700485,11.449146086024362,4.393042322604586
48,4.800059985753384,39.60071791136262,11.205632367872298,5.027017901968952
49,4.900061235456579,40.74179226768329,9.553832897869768,4.182387672214753
50,5.000062485159774,39.46481243244443,9.973190314812205,4.422938434553982
51,5.10006373486297,40.645664701855054,10.690051884447964,5.165042013237117
52,5.200064984566166,39.75325610528615,10.381569094607691,5.502174765865349
53,5.3000662342693605,40.30047235894059,10.06175901719023,5.307197223035885
54,5.400067483972556,39.89557300338437,9.631460936007096,5.060935474394805
55,5.500068733675752,40.40143819035686,9.163804355962192,5.981883605669922
56,5.600069983378948,39.14840279738084,9.848880792242468,5.903996566414725
57,5.700071233082143,39.65393719758146,9.44824463173113,6.404275792572526
58,5.800072482785338,40.39790439386496,9.85076895567836,6.309085576817652
59,5.900073732488534,39.12591453513457,8.45136649431385,5.7071891969979935
60,6.000074982191729,40.24570611364736,9.466133499326032,5.623974651639048
61,6.100076231894925,39.681368538887845,8.933005557683456,5.309628343492222
62,6.20007748159812,39.39053668868258,8.418523747080911,6.5478816257619155
63,6.300078731301316,39.93810880394414,8.808400398037021,7.281867343876803
64,6.400079981004511,39.372480347387175,8.422659333178997,6.305619924269296
65,6.500081230707707,39.75988663692049,8.643138809567938,6.437816776798834
66,6.600082480410903,39.715516197149945,8.030924145105343,7.291585442071973
67,6.700083730114097,40.16381341546465,7.4718868296319405,6.7302261609054845
68,6.800084979817293,39.4178211517028,7.676789534594028,7.244328252721535
69,6.900086229520489,40.03133907658614,7.244753555387089,7.234709556914357
70,7.0000874792236845,40.73240339242001,7.3446244653377,7.042733392648405
71,7.100088728926879,39.810697693758705,7.262125565923559,7.7226589434641575
72,7.200089978630075,39.80402929281886,8.826140031932592,7.733721033338147
73,7.300091228333271,39.271944190401285,6.8990639977901385,8.253198861986629
74,7.400092478036466,39.396778797236166,7.344107790828642,8.750235382091818
75,7.500093727739662,39.9112470722853,7.003135415200865,8.730757614121815
76,7.600094977442857,39.14676323305678,5.993259960228134,7.933432342085189
77,7.7000962271460525,40.453562751482515,6.3807488532512,9.016270120262558
78,7.800097476849248,39.4333971392411,5.953325450142274,9.707187382382212
79,7.900098726552444,39.36294643302033,6.0513253708834975,9.316020022224723
80,8.000099976255639,39.58356475504564,5.517762822176594,7.992031491811579
81,8.100101225958834,39.60186277200088,6.709695267134425,9.590454886245745
82,8.20010247566203,39.32257483413808,5.2475635902129625,9.726703687308042
83,8.300103725365226,40.04459253532641,5.526694991176434,10.458700163207848
84,8.400104975068421,40.79697761320993,5.173577531699288,8.360984082014834
85,8.500106224771617,40.59850375838081,5.254956302678248,10.204565566669245
86,8.600107474474813,40.31829312577862,5.2015951187842155,10.925310684173722
87,8.700108724178007,39.78638435268903,4.8885384112620365,10.706554656833312
88,8.800109973881202,40.99017833476169,4.368755798300334,9.465308904674568
89,8.900111223584398,39.60413665225514,4.038282188711273,10.008265215526293
90,9.000112473287594,40.073986114489585,4.0068110177980545,10.896570563486101
91,9.10011372299079,40.67736754663993,4.705154935883748,12.048500519382172
92,9.200114972693985,40.07712961534579,4.0689152415845795,12.404855770893922
93,9.30011622239718,39.90627039718186,3.079479351019262,11.411325974769555
94,9.400117472100376,40.6145783124634,3.891646826532846,12.292666668645236
95,9.500118721803572,39.974544754503356,3.3973408256438695,11.640276268701795
96,9.600119971506768,40.37230738370352,4.731114287483841,12.20086320122582
97,9.700121221209962,39.6254779289669,4.035367470816082,13.10287502400191
98,9.800122470913157,40.45275487876092,2.3163248645485095,12.819493908421846
99,9.900123720616353,40.39764941645855,2.6454973259146093,13.49568274540658
100,10.000124970319549,40.47994938751996,2.1585201447712747,12.817329139714566
101,10.100126220022744,40.067979447625106,2.543384530639922,13.729745682508273
102,10.20012746972594,39.658600961660056,2.5937479357713107,13.966123760054813
103,10.300128719429136,39.185507020733226,1.8263953718892596,13.819210210685592
104,10.400129969132331,39.2186680232346,1.4621842353253,14.614597198290694
105,10.500131218835527,39.90266166260904,2.693333582118302,15.380737612327653
106,10.600132468538721,38.938198687048185,1.580680962026128,15.680362503448334
107,10.700133718241917,39.70584783318751,2.4023626075629814,15.499068150893693
108,10.800134967945112,40.42648125167482,0.933554114669065,16.028133621085146
109,10.900136217648308,40.234997324267795,1.3089122093803647,15.379684571252248
